2025-12-16 22:15:32.035 | INFO     | __main__:__init__:35 - Initializing RAG system...
2025-12-16 22:28:16.273 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:44287/embedding": EOF (status code: 500)
2025-12-16 22:28:22.346 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:46221/embedding": EOF (status code: 500)
2025-12-16 22:28:24.050 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:43173/embedding": EOF (status code: 500)
2025-12-16 22:28:30.009 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:46465/embedding": EOF (status code: 500)
2025-12-16 22:28:31.561 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:43389/embedding": EOF (status code: 500)
2025-12-16 22:28:37.509 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:33961/embedding": EOF (status code: 500)
2025-12-16 22:28:43.542 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:44851/embedding": EOF (status code: 500)
2025-12-16 22:28:49.583 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:46115/embedding": EOF (status code: 500)
2025-12-16 22:28:55.625 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:34913/embedding": EOF (status code: 500)
2025-12-16 22:29:01.667 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:39923/embedding": EOF (status code: 500)
2025-12-16 22:29:07.708 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:40727/embedding": EOF (status code: 500)
2025-12-16 22:29:13.757 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:46413/embedding": EOF (status code: 500)
2025-12-16 22:29:19.894 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:36017/embedding": EOF (status code: 500)
2025-12-16 22:29:21.372 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:38933/embedding": EOF (status code: 500)
2025-12-16 22:29:27.369 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:42743/embedding": EOF (status code: 500)
2025-12-16 22:29:33.411 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:40729/embedding": EOF (status code: 500)
2025-12-16 22:29:39.556 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:37765/embedding": EOF (status code: 500)
2025-12-16 22:29:43.755 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:40261/embedding": EOF (status code: 500)
2025-12-16 22:29:49.794 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:36493/embedding": EOF (status code: 500)
2025-12-16 22:29:55.836 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:33623/embedding": EOF (status code: 500)
2025-12-16 22:29:58.089 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:36793/embedding": EOF (status code: 500)
2025-12-16 22:30:04.027 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:42153/embedding": EOF (status code: 500)
2025-12-16 22:30:05.870 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:38879/embedding": EOF (status code: 500)
2025-12-16 22:30:07.919 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:35079/embedding": EOF (status code: 500)
2025-12-16 22:30:09.864 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:33801/embedding": EOF (status code: 500)
2025-12-16 22:30:15.806 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:32987/embedding": EOF (status code: 500)
2025-12-16 22:30:19.695 | ERROR    | __main__:initialize_embeddings:164 -   Error creating embedding: do embedding request: Post "http://127.0.0.1:33091/embedding": EOF (status code: 500)
